id,State (group),Charge (group),file matches parameter,Region,Charge/Gender,Country,File,File by parameter,State,Title 1,Year,Year1,All state count,Count,Per state count,state %,FromYear
120,NM,Age Based,True,West,Age,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,97,97,0.006846898,2020
121,SD,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,18,18,0.001270558,2020
122,IA,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,IA,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,13,13,0.002040816,2020
123,AZ,Sex,True,West,Sex,US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,499,499,0.023341753,2020
124,NJ,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,15,15,0.015306122,2020
125,IL,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,120,120,0.050041701,2020
126,MO,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,109,109,0.030635188,2020
127,VA,Age Based,True,South,Age,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,352,352,0.024846474,2020
128,FL,Religion,True,South,Religion,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,206,206,0.085904921,2020
129,TX,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,86,86,0.087755102,2020
130,MH,Color Based,True,Territories/Armed Forces,Color,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,0,0,0.0,2020
131,ID,Color Based,True,West,Color,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,4,4,0.001124227,2020
132,LA,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,LA,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,37,37,0.005808477,2020
133,WI,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,234,234,0.010945832,2020
134,PR,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,PR,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,1,1,0.002272727,2020
135,CT,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,60,60,0.004235194,2020
136,LA,Race,True,South,Race,US,State Receipts,State Receipts,LA,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,505,505,0.022920165,2020
137,WQ,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,WQ,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,0,0,0.0,2020
138,GA,Disability Based,True,South,Disability,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,1394,1394,0.057288456,2020
139,GA,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,38,38,0.03877551,2020
140,KS,Race,True,Midwest,Race,US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,195,195,0.008850361,2020
141,GU,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,0,0,0.0,2020
142,PR,Age Based,True,Territories/Armed Forces,Age,US,State Receipts,State Receipts,PR,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,67,67,0.0047293,2020
143,DE,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,106,106,0.003790046,2020
144,MA,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,154,154,0.004096289,2020
145,WI,Race,True,Midwest,Race,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,310,310,0.014069804,2020
146,OH,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,OH,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,825,825,0.033904574,2020
147,NE,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,NE,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,1,1,0.001020408,2020
148,GA,Color Based,True,South,Color,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,106,106,0.029792018,2020
149,MN,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,17,17,0.017346939,2020
150,NH,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,NH,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,1,1,0.001020408,2020
151,MH,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,0,0,0.0,2020
152,RI,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,17,17,0.000607838,2020
153,NV,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,358,358,0.012800343,2020
154,NV,GINA,True,West,GINA,US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,3,3,0.006818182,2020
155,VA,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,192,192,0.030141287,2020
156,AK,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,3,3,0.003061224,2020
157,NM,Sex,True,West,Sex,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,137,137,0.006408457,2020
158,HI,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,180,180,0.004787871,2020
159,NJ,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,642,642,0.017076739,2020
160,NY,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,1774,1774,0.047187126,2020
161,WA,Sex,True,West,Sex,US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,318,318,0.014875105,2020
162,AZ,GINA,True,West,GINA,US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,3,3,0.006818182,2020
163,NJ,Disability Based,True,Northeast,Disability,US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,481,481,0.019767394,2020
164,NH,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,NH,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,27,27,0.000718181,2020
165,ID,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,35,35,0.000930975,2020
166,TX,Religion,True,South,Religion,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,205,205,0.085487907,2020
167,MO,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,50,50,0.020850709,2020
168,NJ,GINA,True,Northeast,GINA,US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,7,7,0.015909091,2020
169,AR,Disability Based,True,South,Disability,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,363,363,0.014918013,2020
170,AL,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,38,38,0.005965463,2020
171,NM,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,13,13,0.013265306,2020
172,AK,Age Based,True,West,Age,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,14,14,0.000988212,2020
173,FL,Color Based,True,South,Color,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,316,316,0.08881394,2020
174,MS,Religion,True,South,Religion,US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,21,21,0.008757298,2020
175,MA,Disability Based,True,Northeast,Disability,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,142,142,0.005835696,2020
176,IL,TVII Retaliation,True,Midwest,Retaliation (TVII),US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,1573,1573,0.056242849,2020
177,GA,Sex,True,South,Sex,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,1234,1234,0.057722893,2020
178,MI,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,MI,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,0,0,0.0,2020
179,CA,Color Based,True,West,Color,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,248,248,0.06970208,2020
180,SD,Race,True,Midwest,Race,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,12,12,0.000544638,2020
181,VA,Race,True,South,Race,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,676,676,0.030681251,2020
182,MP,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,2,2,7.151029748e-05,2020
183,MO,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,515,515,0.024090186,2020
184,NM,Religion,True,West,Religion,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,17,17,0.007089241,2020
185,MA,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,8,8,0.008163265,2020
186,MA,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,19,19,0.007923269,2020
187,WY,Religion,True,West,Religion,US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,3,3,0.001251043,2020
188,CA,Sex,True,West,Sex,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,1260,1260,0.058939096,2020
189,SC,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,449,449,0.016054062,2020
190,CT,Sex,True,Northeast,Sex,US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,76,76,0.003555057,2020
191,TX,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,836,836,0.131240188,2020
192,ND,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,0,0,0.0,2020
193,UT,GINA,True,West,GINA,US,State Receipts,State Receipts,UT,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,1,1,0.002272727,2020
194,WA,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,128,128,0.020094192,2020
195,AP,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,0,0,0.0,2020
196,AP,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,1,1,3.575514874e-05,2020
197,VT,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,VT,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,17,17,0.000607838,2020
198,ND,TVII Retaliation,True,Midwest,Retaliation (TVII),US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,32,32,0.001144165,2020
199,NY,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,598,598,0.042210772,2020
200,VI,EPA,True,Territories/Armed Forces,Equal Pay Act,US,State Receipts,State Receipts,VI,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,3,3,0.003061224,2020
201,OR,Race,True,West,Race,US,State Receipts,State Receipts,OR,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,48,48,0.00217855,2020
202,SD,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,6,6,0.000941915,2020
203,CO,Disability Based,True,West,Disability,US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,431,431,0.017712571,2020
204,ID,Race,True,West,Race,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,12,12,0.000544638,2020
205,AK,GINA,True,West,GINA,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,2,2,0.004545455,2020
206,AK,Sex,True,West,Sex,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,25,25,0.001169427,2020
207,IL,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,47,47,0.047959184,2020
208,AZ,Age Based,True,West,Age,US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,408,408,0.028799322,2020
209,IN,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2020 EPA,1/1/2020,980,19,19,0.019387755,2020
210,GU,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,2,2,7.151029748e-05,2020
211,UT,Sex,True,West,Sex,US,State Receipts,State Receipts,UT,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,76,76,0.003555057,2020
212,CT,Color Based,True,Northeast,Color,US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2020 Color,1/1/2020,3558,24,24,0.006745363,2020
213,NV,Age Based,True,West,Age,US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,191,191,0.013482036,2020
214,SD,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,42,42,0.00111717,2020
215,MN,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,39,39,0.016263553,2020
216,SC,Age Based,True,South,Age,US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,149,149,0.0105174,2020
217,DC,Sex,True,South,Sex,US,State Receipts,State Receipts,DC,EEOC Charge Receipts by State,FY 2020 Sex,1/1/2020,21378,128,128,0.005987464,2020
218,AK,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,2,2,0.000313972,2020
219,NY,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,166,166,0.069224354,2020
220,DE,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,6,6,0.002502085,2020
221,KS,TVII Retaliation,True,Midwest,Retaliation (TVII),US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,303,303,0.01083381,2020
222,ME,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,ME,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,13,13,0.000345791,2020
223,WV,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,WV,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,8,8,0.001255887,2020
224,WQ,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,WQ,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,0,0,0.0,2020
225,MA,Race,True,Northeast,Race,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2020 Race,1/1/2020,22033,92,92,0.004175555,2020
226,IN,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,666,666,0.027370238,2020
227,MN,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2020 GINA,1/1/2020,440,9,9,0.020454545,2020
228,AZ,Disability Based,True,West,Disability,US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2020 Disability,1/1/2020,24333,600,600,0.024657872,2020
229,FL,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2020 National Origin,1/1/2020,6370,824,824,0.129356358,2020
230,TX,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,3913,3913,0.10408299,2020
231,HI,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2020 TVII Retaliation  Statutes,1/1/2020,27968,140,140,0.005005721,2020
232,DC,Age Based,True,South,Age,US,State Receipts,State Receipts,DC,EEOC Charge Receipts by State,FY 2020 Age,1/1/2020,14167,84,84,0.005929272,2020
233,AL,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2020 Retaliation All Statutes,1/1/2020,37595,774,774,0.020587844,2020
234,GU,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2020 Religion,1/1/2020,2398,0,0,0.0,2020
